,model,scenario,region,variable,item,unit,year,value,BAU_ref_year,percent_change_BAU_ref_year,diff_BAU_ref_year,percent_change_BAU,diff_BAU,percent_change_ELM,diff_ELM
3192,AIM,BAU,WLD,EN2O,AGR,MtCO2e,2020.0,2186.323992,2020.0,0.0,0.0,0.0,0.0,0.0002563670521921,0.0056050000002869
3193,AIM,BAU,WLD,EN2O,AGR,MtCO2e,2050.0,3136.93652,2020.0,43.47994768746059,950.612528,0.0,0.0,94.91855777155033,1527.578973
3194,AIM,BAU_DIET,WLD,EN2O,AGR,MtCO2e,2020.0,2186.318388,2020.0,-0.0002563206560626,-0.0056039999999484,-0.0002563206560626,-0.0056039999999484,4.573900784450366e-08,1.000000338535756e-06
3195,AIM,BAU_DIET,WLD,EN2O,AGR,MtCO2e,2050.0,3018.351139,2020.0,38.0559857571192,832.0271469999998,-3.780292659540344,-118.58538100000033,87.5500658400305,1408.9935919999998
3196,AIM,BAU_MITI,WLD,EN2O,AGR,MtCO2e,2020.0,2186.323994,2020.0,9.147773957085177e-08,1.99999976757681e-06,9.147773957085177e-08,1.99999976757681e-06,0.0002564585301662,0.0056070000000545
3197,AIM,BAU_MITI,WLD,EN2O,AGR,MtCO2e,2050.0,1890.194717,2020.0,-13.544619922919455,-296.129275,-39.743928353386,-1246.741803,17.450265823372064,280.83717
3198,AIM,BAU_PROD,WLD,EN2O,AGR,MtCO2e,2020.0,2186.323991,2020.0,-4.573886978542588e-08,-9.99999883788405e-07,-4.573886978542588e-08,-9.99999883788405e-07,0.0002563213132051,0.0056040000004031
3199,AIM,BAU_PROD,WLD,EN2O,AGR,MtCO2e,2050.0,3172.823498,2020.0,45.12137769194823,986.499506,1.144013523104382,35.886978,97.14845243149688,1563.465951
3200,AIM,BAU_WAST,WLD,EN2O,AGR,MtCO2e,2020.0,2186.323994,2020.0,9.147773957085177e-08,1.99999976757681e-06,9.147773957085177e-08,1.99999976757681e-06,0.0002564585301662,0.0056070000000545
3201,AIM,BAU_WAST,WLD,EN2O,AGR,MtCO2e,2050.0,2913.872008,2020.0,33.277227833668654,727.5480159999997,-7.110902964654202,-223.0645120000004,81.05808826831193,1304.5144609999998
3202,AIM,EL2,WLD,EN2O,AGR,MtCO2e,2020.0,2186.318389,2020.0,-0.0002562749171928,-0.0056030000000646,-0.0002562749171928,-0.0056030000000646,9.147799488932173e-08,2.000000222324161e-06
3203,AIM,EL2,WLD,EN2O,AGR,MtCO2e,2050.0,2875.373631,2020.0,31.51635537648163,689.0496389999998,-8.338163279121767,-261.56288900000027,78.66593016324916,1266.016084
3204,AIM,ELM,WLD,EN2O,AGR,MtCO2e,2020.0,2186.318387,2020.0,-0.0002563663949531,-0.0056050000002869,-0.0002563663949531,-0.0056050000002869,0.0,0.0
3205,AIM,ELM,WLD,EN2O,AGR,MtCO2e,2050.0,1609.357547,2020.0,-26.38979616521539,-576.966445,-48.69652169435676,-1527.578973,0.0,0.0
3206,AIM,BAU,WLD,EN2O,CRP,MtCO2e,2020.0,1293.259619,2020.0,0.0,0.0,0.0,0.0,0.0001650096770823,0.0021339999998417
3207,AIM,BAU,WLD,EN2O,CRP,MtCO2e,2050.0,1532.117748,2020.0,18.469464714648296,238.85812899999996,0.0,0.0,39.54654423516965,434.191779
3208,AIM,BAU_DIET,WLD,EN2O,CRP,MtCO2e,2020.0,1293.257485,2020.0,-0.0001650094048008,-0.0021339999998417,-0.0001650094048008,-0.0021339999998417,0.0,0.0
3209,AIM,BAU_DIET,WLD,EN2O,CRP,MtCO2e,2050.0,1957.247504,2020.0,51.34219573896709,663.987885,27.747851400778895,425.129756,78.26771196446671,859.321535
3210,AIM,BAU_MITI,WLD,EN2O,CRP,MtCO2e,2020.0,1293.259619,2020.0,0.0,0.0,0.0,0.0,0.0001650096770823,0.0021339999998417
3211,AIM,BAU_MITI,WLD,EN2O,CRP,MtCO2e,2050.0,997.3152307,2020.0,-22.88360232950256,-295.9443882999999,-34.90609765457791,-534.8025172999999,-9.163708769147428,-100.61073829999988
3212,AIM,BAU_PROD,WLD,EN2O,CRP,MtCO2e,2020.0,1293.259619,2020.0,0.0,0.0,0.0,0.0,0.0001650096770823,0.0021339999998417
3213,AIM,BAU_PROD,WLD,EN2O,CRP,MtCO2e,2050.0,1567.76983,2020.0,21.226226116320117,274.510211,2.326980550061487,35.652082000000064,42.793765177805,469.84386100000006
3214,AIM,BAU_WAST,WLD,EN2O,CRP,MtCO2e,2020.0,1293.259619,2020.0,0.0,0.0,0.0,0.0,0.0001650096770823,0.0021339999998417
3215,AIM,BAU_WAST,WLD,EN2O,CRP,MtCO2e,2050.0,1371.497071,2020.0,6.049632328309794,78.23745200000008,-10.483572637264423,-160.6206769999999,24.91708090748331,273.5711020000001
3216,AIM,EL2,WLD,EN2O,CRP,MtCO2e,2020.0,1293.257485,2020.0,-0.0001650094048008,-0.0021339999998417,-0.0001650094048008,-0.0021339999998417,0.0,0.0
3217,AIM,EL2,WLD,EN2O,CRP,MtCO2e,2050.0,1851.34562,2020.0,43.15343901571245,558.0860010000001,20.835727046221788,319.22787200000016,68.62208129444475,753.4196510000002
3218,AIM,ELM,WLD,EN2O,CRP,MtCO2e,2020.0,1293.257485,2020.0,-0.0001650094048008,-0.0021339999998417,-0.0001650094048008,-0.0021339999998417,0.0,0.0
3219,AIM,ELM,WLD,EN2O,CRP,MtCO2e,2050.0,1097.925969,2020.0,-15.10397812861735,-195.33365000000003,-28.339321802569444,-434.191779,0.0,0.0
3220,AIM,BAU,WLD,EN2O,LSP,MtCO2e,2020.0,770.361835,2020.0,0.0,0.0,0.0,0.0,0.0004119769348334,0.0031737000000475
3221,AIM,BAU,WLD,EN2O,LSP,MtCO2e,2050.0,1443.217468,2020.0,87.34280469644501,672.855633,0.0,0.0,216.22559919407976,986.828905
3222,AIM,BAU_DIET,WLD,EN2O,LSP,MtCO2e,2020.0,770.3586619,2020.0,-0.0004118973521093,-0.0031731000000263,-0.0004118973521093,-0.0031731000000263,7.788580194710836e-08,6.000000212225132e-07
3223,AIM,BAU_DIET,WLD,EN2O,LSP,MtCO2e,2050.0,971.5099608,2020.0,26.110863319182993,201.1481258,-32.68443721469701,-471.7075072,112.86904176869132,515.1213978000001
3224,AIM,BAU_MITI,WLD,EN2O,LSP,MtCO2e,2020.0,770.3618364,2020.0,1.8173277934101866e-07,1.3999999737279722e-06,1.8173277934101866e-07,1.3999999737279722e-06,0.0004121586683614,0.0031751000000213
3225,AIM,BAU_MITI,WLD,EN2O,LSP,MtCO2e,2050.0,793.1885511,2020.0,2.9631161699488913,22.8267161,-45.04026117427786,-650.0289169,73.79676341714114,336.79998810000006
3226,AIM,BAU_PROD,WLD,EN2O,LSP,MtCO2e,2020.0,770.3618332,2020.0,-2.336564432306722e-07,-1.8000000636675395e-06,-2.336564432306722e-07,-1.8000000636675395e-06,0.0004117432774275,0.0031718999999839
3227,AIM,BAU_PROD,WLD,EN2O,LSP,MtCO2e,2050.0,1443.374304,2020.0,87.36316344124185,673.0124689999999,0.0108671079360774,0.1568359999998847,216.2599637712657,986.985741
3228,AIM,BAU_WAST,WLD,EN2O,LSP,MtCO2e,2020.0,770.3618368,2020.0,2.336564284730826e-07,1.7999999499807018e-06,2.336564284730826e-07,1.7999999499807018e-06,0.0004122105922245,0.0031754999999975
3229,AIM,BAU_WAST,WLD,EN2O,LSP,MtCO2e,2050.0,1387.280837,2020.0,80.08171926118328,616.919002,-3.875828296169156,-55.936631000000034,203.96923794078515,930.892274
3230,AIM,EL2,WLD,EN2O,LSP,MtCO2e,2020.0,770.3586627,2020.0,-0.0004117935048111,-0.0031723000000738,-0.0004117935048111,-0.0031723000000738,1.8173352803815257e-07,1.3999999737279722e-06
3231,AIM,EL2,WLD,EN2O,LSP,MtCO2e,2050.0,938.1257903,2020.0,21.77729317288932,167.7639552999999,-34.997613935476565,-505.0916777000001,105.55418482298822,481.7372273
3232,AIM,ELM,WLD,EN2O,LSP,MtCO2e,2020.0,770.3586613,2020.0,-0.0004119752375904,-0.0031737000000475,-0.0004119752375904,-0.0031737000000475,0.0,0.0
3233,AIM,ELM,WLD,EN2O,LSP,MtCO2e,2050.0,456.388563,2020.0,-40.75659745008007,-313.97327200000007,-68.37700671455565,-986.828905,0.0,0.0
3234,AIM,BAU,WLD,EN2O,RUM,MtCO2e,2020.0,187.1922696,2020.0,0.0,0.0,0.0,0.0,0.0004385349895568,0.0008209000000078
3235,AIM,BAU,WLD,EN2O,RUM,MtCO2e,2050.0,367.2502191,2020.0,96.18877418643146,180.05794949999998,0.0,0.0,599.4355345678109,314.74356180999996
3236,AIM,BAU_DIET,WLD,EN2O,RUM,MtCO2e,2020.0,187.1914489,2020.0,-0.0004384262244082,-0.0008206999999913,-0.0004384262244082,-0.0008206999999913,1.068424962449015e-07,2.000000165480742e-07
3237,AIM,BAU_DIET,WLD,EN2O,RUM,MtCO2e,2050.0,88.43163728,2020.0,-52.75892670730244,-98.76063232,-75.92060326152709,-278.81858181999996,68.41985729844203,35.924979990000004
3238,AIM,BAU_MITI,WLD,EN2O,RUM,MtCO2e,2020.0,187.19227,2020.0,2.1368404022728889e-07,4.0000000467443897e-07,2.1368404022728889e-07,4.0000000467443897e-07,0.0004387486745341,0.0008213000000125
3239,AIM,BAU_MITI,WLD,EN2O,RUM,MtCO2e,2050.0,201.4378981,2020.0,7.610158544709482,14.24562850000001,-45.149686065905456,-165.81232099999997,283.6425864770566,148.93124081000002
3240,AIM,BAU_PROD,WLD,EN2O,RUM,MtCO2e,2020.0,187.1922692,2020.0,-2.1368404022728889e-07,-4.0000000467443897e-07,-2.1368404022728889e-07,-4.0000000467443897e-07,0.0004383213045795,0.0008205000000032
3241,AIM,BAU_PROD,WLD,EN2O,RUM,MtCO2e,2050.0,367.677671,2020.0,96.41712330625002,180.48540139999997,0.116392551391127,0.4274518999999941,600.2496254318306,315.17101370999995
3242,AIM,BAU_WAST,WLD,EN2O,RUM,MtCO2e,2020.0,187.19227,2020.0,2.1368404022728889e-07,4.0000000467443897e-07,2.1368404022728889e-07,4.0000000467443897e-07,0.0004387486745341,0.0008213000000125
3243,AIM,BAU_WAST,WLD,EN2O,RUM,MtCO2e,2050.0,355.8812898,2020.0,90.11537739269976,168.6890202,-3.095690270209015,-11.36892929999999,577.7831767778108,303.37463250999997
3244,AIM,EL2,WLD,EN2O,RUM,MtCO2e,2020.0,187.191449,2020.0,-0.0004383728034019,-0.0008205999999972,-0.0004383728034019,-0.0008205999999972,1.602637367757369e-07,3.000000106112566e-07
3245,AIM,EL2,WLD,EN2O,RUM,MtCO2e,2050.0,83.8236025,2020.0,-55.22058540178093,-103.3686671,-77.17534309294031,-283.4266166,59.64376105116176,31.316945210000007
3246,AIM,ELM,WLD,EN2O,RUM,MtCO2e,2020.0,187.1914487,2020.0,-0.0004385330664359,-0.0008209000000078,-0.0004385330664359,-0.0008209000000078,0.0,0.0
3247,AIM,ELM,WLD,EN2O,RUM,MtCO2e,2050.0,52.50665729,2020.0,-71.95041365639813,-134.68561231,-85.70275671484275,-314.74356180999996,0.0,0.0
3248,AIM,BAU,ANZ,FEXP,TOT,USD/capita,2020.0,2761.028531,2020.0,0.0,0.0,0.0,0.0,2.1622381736586772e-05,0.0005969999997432
3249,AIM,BAU,ANZ,FEXP,TOT,USD/capita,2050.0,2746.932584,2020.0,-0.5105324643238827,-14.095946999999796,0.0,0.0,2.9646016422852313,79.09087900000031
3250,AIM,BAU_DIET,ANZ,FEXP,TOT,USD/capita,2020.0,2761.027935,2020.0,-2.158615867846991e-05,-0.0005959999998594,-2.158615867846991e-05,-0.0005959999998594,3.6218390675231934e-08,9.99999883788405e-07
3251,AIM,BAU_DIET,ANZ,FEXP,TOT,USD/capita,2050.0,2587.386446,2020.0,-6.289036243211496,-173.64208499999995,-5.808156302389988,-159.54613800000016,-3.0157433572319032,-80.45525899999984
3252,AIM,BAU_MITI,ANZ,FEXP,TOT,USD/capita,2020.0,2761.028533,2020.0,7.243678215812545e-08,2.000000222324161e-06,7.243678215812545e-08,2.000000222324161e-06,2.1694818534407456e-05,0.0005989999999655
3253,AIM,BAU_MITI,ANZ,FEXP,TOT,USD/capita,2050.0,3084.365567,2020.0,11.710745918402097,323.3370359999999,12.283992150569636,337.4329829999997,15.612765225888843,416.523862
3254,AIM,BAU_PROD,ANZ,FEXP,TOT,USD/capita,2020.0,2761.028532,2020.0,3.621838284395493e-08,9.99999883788405e-07,3.621838284395493e-08,9.99999883788405e-07,2.1658600127262004e-05,0.000597999999627
3255,AIM,BAU_PROD,ANZ,FEXP,TOT,USD/capita,2050.0,2749.453822,2020.0,-0.4192172905872802,-11.574708999999984,0.0917837596264725,2.521237999999812,3.0591064247569415,81.61211700000013
3256,AIM,BAU_WAST,ANZ,FEXP,TOT,USD/capita,2020.0,2761.02853,2020.0,-3.621838284395493e-08,-9.99999883788405e-07,-3.621838284395493e-08,-9.99999883788405e-07,2.158616334591154e-05,0.0005959999998594
3257,AIM,BAU_WAST,ANZ,FEXP,TOT,USD/capita,2050.0,2676.744902,2020.0,-3.052617097349365,-84.28362900000002,-2.555129398108309,-70.18768200000022,0.3337228360780908,8.903197000000091
3258,AIM,EL2,ANZ,FEXP,TOT,USD/capita,2020.0,2761.027934,2020.0,-2.162237706131386e-05,-0.0005969999997432,-2.162237706131386e-05,-0.0005969999997432,0.0,0.0
3259,AIM,EL2,ANZ,FEXP,TOT,USD/capita,2050.0,2545.51268,2020.0,-7.805636507564222,-215.5158510000001,-7.332539035475663,-201.41990400000032,-4.585317965857349,-122.329025
3260,AIM,ELM,ANZ,FEXP,TOT,USD/capita,2020.0,2761.027934,2020.0,-2.162237706131386e-05,-0.0005969999997432,-2.162237706131386e-05,-0.0005969999997432,0.0,0.0
3261,AIM,ELM,ANZ,FEXP,TOT,USD/capita,2050.0,2667.841705,2020.0,-3.3750765323040453,-93.18682600000012,-2.879243540983833,-79.09087900000031,0.0,0.0
3262,AIM,BAU,BRA,FEXP,TOT,USD/capita,2020.0,398.1345373,2020.0,0.0,0.0,0.0,0.0,8.434341955406287e-05,0.0003357999999593
3263,AIM,BAU,BRA,FEXP,TOT,USD/capita,2050.0,407.4736662,2020.0,2.345721866616883,9.339128900000048,0.0,0.0,-6.3808723223717445,-27.772502299999985
3264,AIM,BAU_DIET,BRA,FEXP,TOT,USD/capita,2020.0,398.1342015,2020.0,-8.434334841599864e-05,-0.0003357999999593,-8.434334841599864e-05,-0.0003357999999593,0.0,0.0
3265,AIM,BAU_DIET,BRA,FEXP,TOT,USD/capita,2050.0,390.354335,2020.0,-1.9541641257154976,-7.780202299999985,-4.201334373249378,-17.119331200000033,-10.31412491342816,-44.89183350000002
3266,AIM,BAU_MITI,BRA,FEXP,TOT,USD/capita,2020.0,398.1345374,2020.0,2.5117143356377643e-08,1.0000002248489185e-07,2.5117143356377643e-08,1.0000002248489185e-07,8.436853671860389e-05,0.0003358999999818
3267,AIM,BAU_MITI,BRA,FEXP,TOT,USD/capita,2050.0,517.8471938,2020.0,30.068392787987356,119.71265650000004,27.087278701791107,110.3735276,18.978001709853075,82.6010253
3268,AIM,BAU_PROD,BRA,FEXP,TOT,USD/capita,2020.0,398.1345374,2020.0,2.5117143356377643e-08,1.0000002248489185e-07,2.5117143356377643e-08,1.0000002248489185e-07,8.436853671860389e-05,0.0003358999999818
3269,AIM,BAU_PROD,BRA,FEXP,TOT,USD/capita,2050.0,405.3656294,2020.0,1.816243360608347,7.231092100000012,-0.5173430763413678,-2.108036800000036,-6.865204397543138,-29.88053910000002
3270,AIM,BAU_WAST,BRA,FEXP,TOT,USD/capita,2020.0,398.1345372,2020.0,-2.5117129078937853e-08,-9.999996564147297e-08,-2.5117129078937853e-08,-9.999996564147297e-08,8.431830240379928e-05,0.0003356999999937
3271,AIM,BAU_WAST,BRA,FEXP,TOT,USD/capita,2050.0,392.408168,2020.0,-1.438300062796383,-5.726369299999988,-3.697293702559283,-15.065498200000036,-9.84224643438763,-42.83800050000002
3272,AIM,EL2,BRA,FEXP,TOT,USD/capita,2020.0,398.1342015,2020.0,-8.434334841599864e-05,-0.0003357999999593,-8.434334841599864e-05,-0.0003357999999593,0.0,0.0
3273,AIM,EL2,BRA,FEXP,TOT,USD/capita,2050.0,377.2329907,2020.0,-5.249870242794423,-20.90154659999996,-7.421504261126165,-30.24067550000001,-13.328819872196071,-58.013177799999994
3274,AIM,ELM,BRA,FEXP,TOT,USD/capita,2020.0,398.1342015,2020.0,-8.434334841599864e-05,-0.0003357999999593,-8.434334841599864e-05,-0.0003357999999593,0.0,0.0
3275,AIM,ELM,BRA,FEXP,TOT,USD/capita,2050.0,435.2461685,2020.0,9.32137951449208,37.11163120000003,6.815778442567728,27.772502299999985,0.0,0.0
3276,AIM,BAU,CAN,FEXP,TOT,USD/capita,2020.0,1761.077968,2020.0,0.0,0.0,0.0,0.0,0.0004201989479822,0.0073999999999614
3277,AIM,BAU,CAN,FEXP,TOT,USD/capita,2050.0,1711.39257,2020.0,-2.8213059786572763,-49.68539800000008,0.0,0.0,-6.251807549441491,-114.12803499999995
3278,AIM,BAU_DIET,CAN,FEXP,TOT,USD/capita,2020.0,1761.070569,2020.0,-0.0004201403989217,-0.0073990000000776,-0.0004201403989217,-0.0073990000000776,5.67836350206044e-08,9.99999883788405e-07
3279,AIM,BAU_DIET,CAN,FEXP,TOT,USD/capita,2050.0,1773.535525,2020.0,0.7073824797290265,12.457556999999952,3.631133854928448,62.14295500000003,-2.8476851949857847,-51.985079999999925
3280,AIM,BAU_MITI,CAN,FEXP,TOT,USD/capita,2020.0,1761.07797,2020.0,1.1356680574579113e-07,1.9999999949504854e-06,1.1356680574579113e-07,1.9999999949504854e-06,0.0004203125152652,0.0074019999999563
3281,AIM,BAU_MITI,CAN,FEXP,TOT,USD/capita,2050.0,1889.788365,2020.0,7.308614345233807,128.71039700000006,10.42401364404662,178.3957950000001,3.520516822651815,64.26776000000018
3282,AIM,BAU_PROD,CAN,FEXP,TOT,USD/capita,2020.0,1761.077966,2020.0,-1.1356680574579113e-07,-1.9999999949504854e-06,-1.1356680574579113e-07,-1.9999999949504854e-06,0.0004200853806993,0.0073979999999664
3283,AIM,BAU_PROD,CAN,FEXP,TOT,USD/capita,2050.0,1715.075449,2020.0,-2.612179576140159,-46.00251900000012,0.2151977906506838,3.682878999999957,-6.050063510512937,-110.445156
3284,AIM,BAU_WAST,CAN,FEXP,TOT,USD/capita,2020.0,1761.077967,2020.0,-5.678340932842109e-08,-1.0000001111620804e-06,-5.678340932842109e-08,-1.0000001111620804e-06,0.0004201421643343,0.0073989999998502
3285,AIM,BAU_WAST,CAN,FEXP,TOT,USD/capita,2050.0,1656.614113,2020.0,-5.931813179097131,-104.46385499999997,-3.2008118978803264,-54.77845699999989,-9.252510847446713,-168.90649199999984
3286,AIM,EL2,CAN,FEXP,TOT,USD/capita,2020.0,1761.070568,2020.0,-0.0004201971823181,-0.0073999999999614,-0.0004201971823181,-0.0073999999999614,0.0,0.0
3287,AIM,EL2,CAN,FEXP,TOT,USD/capita,2050.0,1725.975266,2020.0,-1.993250874625679,-35.102702000000136,0.8520953202455437,14.582695999999942,-5.452983588755495,-99.545339
3288,AIM,ELM,CAN,FEXP,TOT,USD/capita,2020.0,1761.070568,2020.0,-0.0004201971823181,-0.0073999999999614,-0.0004201971823181,-0.0073999999999614,0.0,0.0
3289,AIM,ELM,CAN,FEXP,TOT,USD/capita,2050.0,1825.520605,2020.0,3.659272228201533,64.44263699999988,6.668723295906324,114.12803499999995,0.0,0.0
3290,AIM,BAU,CHN,FEXP,TOT,USD/capita,2020.0,196.1065723,2020.0,0.0,0.0,0.0,0.0,0.0002412469586371,0.0004731000000219
3291,AIM,BAU,CHN,FEXP,TOT,USD/capita,2050.0,225.0650799,2020.0,14.7667195751603,28.95850759999999,0.0,0.0,-5.796529418300679,-13.848707999999988
3292,AIM,BAU_DIET,CHN,FEXP,TOT,USD/capita,2020.0,196.1060991,2020.0,-0.0002412973693161,-0.000473200000016,-0.0002412973693161,-0.000473200000016,-5.099280158604185e-08,-9.999999406318238e-08
3293,AIM,BAU_DIET,CHN,FEXP,TOT,USD/capita,2050.0,265.280717,2020.0,35.27375135300346,69.17414469999997,17.86844814747291,40.21563709999998,11.036168875710164,26.366929099999993
3294,AIM,BAU_MITI,CHN,FEXP,TOT,USD/capita,2020.0,196.1065722,2020.0,-5.0992693060747466e-08,-1.0000002248489185e-07,-5.0992693060747466e-08,-1.0000002248489185e-07,0.000241195965821,0.0004729999999995
3295,AIM,BAU_MITI,CHN,FEXP,TOT,USD/capita,2050.0,241.0287952,2020.0,22.90704608883727,44.92222289999998,7.092932989468167,15.96371529999999,0.8852596238126123,2.115007300000002
3296,AIM,BAU_PROD,CHN,FEXP,TOT,USD/capita,2020.0,196.1065724,2020.0,5.099267856775567e-08,9.999999406318238e-08,5.099267856775567e-08,9.999999406318238e-08,0.0002412979514387,0.000473200000016
3297,AIM,BAU_PROD,CHN,FEXP,TOT,USD/capita,2050.0,223.5340281,2020.0,13.985995205730282,27.42745579999999,-0.680270702447608,-1.5310518000000002,-6.437368029356831,-15.379759799999988
3298,AIM,BAU_WAST,CHN,FEXP,TOT,USD/capita,2020.0,196.1065722,2020.0,-5.0992693060747466e-08,-1.0000002248489185e-07,-5.0992693060747466e-08,-1.0000002248489185e-07,0.000241195965821,0.0004729999999995
3299,AIM,BAU_WAST,CHN,FEXP,TOT,USD/capita,2050.0,208.8418419,2020.0,6.494055477405324,12.73526959999998,-7.208243058944664,-16.22323800000001,-12.586944547791,-30.071945999999997
3300,AIM,EL2,CHN,FEXP,TOT,USD/capita,2020.0,196.1060991,2020.0,-0.0002412973693161,-0.000473200000016,-0.0002412973693161,-0.000473200000016,-5.099280158604185e-08,-9.999999406318238e-08
3301,AIM,EL2,CHN,FEXP,TOT,USD/capita,2050.0,250.8123683,2020.0,27.895952368343952,54.70579599999999,11.439930357672514,25.7472884,4.980282010756238,11.898580400000014
3302,AIM,ELM,CHN,FEXP,TOT,USD/capita,2020.0,196.1060992,2020.0,-0.0002412463766376,-0.0004731000000219,-0.0002412463766376,-0.0004731000000219,0.0,0.0
3303,AIM,ELM,CHN,FEXP,TOT,USD/capita,2050.0,238.9137879,2020.0,21.828547150635185,42.80721559999998,6.153201556702261,13.848707999999988,0.0,0.0
3304,AIM,BAU,EUR,FEXP,TOT,USD/capita,2020.0,1780.032831,2020.0,0.0,0.0,0.0,0.0,1.4606474300614589e-05,0.0002600000000256
3305,AIM,BAU,EUR,FEXP,TOT,USD/capita,2050.0,1832.323909,2020.0,2.9376468281556076,52.29107799999997,0.0,0.0,2.5173017943269036,44.99252499999989
3306,AIM,BAU_DIET,EUR,FEXP,TOT,USD/capita,2020.0,1780.032571,2020.0,-1.4606472167123986e-05,-0.0002600000000256,-1.4606472167123986e-05,-0.0002600000000256,0.0,0.0
3307,AIM,BAU_DIET,EUR,FEXP,TOT,USD/capita,2050.0,1825.514136,2020.0,2.5550823674667393,45.48130500000002,-0.3716467905347815,-6.80977299999995,2.136299532465432,38.18275199999994
3308,AIM,BAU_MITI,EUR,FEXP,TOT,USD/capita,2020.0,1780.03283,2020.0,-5.6178732570152545e-08,-9.99999883788405e-07,-5.6178732570152545e-08,-9.99999883788405e-07,1.4550295559838703e-05,0.0002590000001418
3309,AIM,BAU_MITI,EUR,FEXP,TOT,USD/capita,2050.0,1907.177259,2020.0,7.142813648474783,127.14442800000006,4.0851592686388996,74.85335000000009,6.705296850536362,119.84587499999998
3310,AIM,BAU_PROD,EUR,FEXP,TOT,USD/capita,2020.0,1780.03283,2020.0,-5.6178732570152545e-08,-9.99999883788405e-07,-5.6178732570152545e-08,-9.99999883788405e-07,1.4550295559838703e-05,0.0002590000001418
3311,AIM,BAU_PROD,EUR,FEXP,TOT,USD/capita,2050.0,1829.242909,2020.0,2.7645601329922926,49.21007800000007,-0.1681471264369068,-3.0809999999999036,2.3449218972590917,41.91152499999998
3312,AIM,BAU_WAST,EUR,FEXP,TOT,USD/capita,2020.0,1780.03283,2020.0,-5.6178732570152545e-08,-9.99999883788405e-07,-5.6178732570152545e-08,-9.99999883788405e-07,1.4550295559838703e-05,0.0002590000001418
3313,AIM,BAU_WAST,EUR,FEXP,TOT,USD/capita,2050.0,1768.573108,2020.0,-0.6437927885612095,-11.45972299999994,-3.479232066277639,-63.75080099999991,-1.0495130431839397,-18.758276000000023
3314,AIM,EL2,EUR,FEXP,TOT,USD/capita,2020.0,1780.032571,2020.0,-1.4606472167123986e-05,-0.0002600000000256,-1.4606472167123986e-05,-0.0002600000000256,0.0,0.0
3315,AIM,EL2,EUR,FEXP,TOT,USD/capita,2050.0,1771.420797,2020.0,-0.4838132111957655,-8.612033999999994,-3.3238180051494357,-60.903111999999965,-0.8901867411063195,-15.910587000000078
3316,AIM,ELM,EUR,FEXP,TOT,USD/capita,2020.0,1780.032571,2020.0,-1.4606472167123986e-05,-0.0002600000000256,-1.4606472167123986e-05,-0.0002600000000256,0.0,0.0
3317,AIM,ELM,EUR,FEXP,TOT,USD/capita,2050.0,1787.331384,2020.0,0.4100235047855746,7.298553000000084,-2.4554897078516422,-44.99252499999989,0.0,0.0
3318,AIM,BAU,FSU,FEXP,TOT,USD/capita,2020.0,376.2101536,2020.0,0.0,0.0,0.0,0.0,0.0007088375677991,0.0026667000000202
3319,AIM,BAU,FSU,FEXP,TOT,USD/capita,2050.0,399.6286673,2020.0,6.2248489244390255,23.418513700000005,0.0,0.0,-3.9160087723420935,-16.287306
3320,AIM,BAU_DIET,FSU,FEXP,TOT,USD/capita,2020.0,376.207487,2020.0,-0.0007088059624336,-0.0026665999999977,-0.0007088059624336,-0.0026665999999977,2.6581082505535813e-08,1.0000002248489185e-07
3321,AIM,BAU_DIET,FSU,FEXP,TOT,USD/capita,2050.0,485.2721998,2020.0,28.98966047470336,109.0620462,21.43077799664148,85.64353249999999,16.675538077969748,69.35622649999999
3322,AIM,BAU_MITI,FSU,FEXP,TOT,USD/capita,2020.0,376.2101541,2020.0,1.3290444023189204e-07,4.999999987376214e-07,1.3290444023189204e-07,4.999999987376214e-07,0.0007089704731814,0.0026672000000189
3323,AIM,BAU_MITI,FSU,FEXP,TOT,USD/capita,2050.0,442.0738011,2020.0,17.507142449437605,65.86364750000001,10.621143394634544,42.44513380000001,6.289209715235529,26.157827800000007
3324,AIM,BAU_PROD,FSU,FEXP,TOT,USD/capita,2020.0,376.2101537,2020.0,2.6580878980687072e-08,9.999996564147297e-08,2.6580878980687072e-08,9.999996564147297e-08,0.0007088641488665,0.0026667999999858
3325,AIM,BAU_PROD,FSU,FEXP,TOT,USD/capita,2050.0,401.4421147,2020.0,6.706879348829988,25.231961099999975,0.4537831112697987,1.8134473999999727,-3.479995847517027,-14.473858600000028
3326,AIM,BAU_WAST,FSU,FEXP,TOT,USD/capita,2020.0,376.2101536,2020.0,0.0,0.0,0.0,0.0,0.0007088375677991,0.0026667000000202
3327,AIM,BAU_WAST,FSU,FEXP,TOT,USD/capita,2050.0,373.7492346,2020.0,-0.6541341259535824,-2.46091899999999,-6.475869930665505,-25.879432699999995,-10.138283068437277,-42.1667387
3328,AIM,EL2,FSU,FEXP,TOT,USD/capita,2020.0,376.2074869,2020.0,-0.0007088325433277,-0.0026667000000202,-0.0007088325433277,-0.0026667000000202,0.0,0.0
3329,AIM,EL2,FSU,FEXP,TOT,USD/capita,2050.0,468.4088299,2020.0,24.507226989420623,92.1986763,17.211018184630614,68.78016259999998,12.621024430368994,52.49285659999998
3330,AIM,ELM,FSU,FEXP,TOT,USD/capita,2020.0,376.2074869,2020.0,-0.0007088325433277,-0.0026667000000202,-0.0007088325433277,-0.0026667000000202,0.0,0.0
